Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
111.183.8.139,10.198.0.166,6,22124,726,58,0.000
10.198.0.166,111.183.8.139,6,1055,22124,54,0.000
10.198.0.166,111.183.8.139,6,726,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3801,58,0.000
10.198.0.166,111.183.8.139,6,3801,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1063,58,0.000
10.198.0.166,111.183.8.139,6,1063,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49,58,0.000
10.198.0.166,111.183.8.139,6,49,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,84,58,0.000
10.198.0.166,111.183.8.139,6,84,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49159,58,0.000
10.198.0.166,111.183.8.139,6,49159,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,27715,58,0.000
10.198.0.166,111.183.8.139,6,27715,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3826,58,0.000
10.198.0.166,111.183.8.139,6,3826,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1096,58,0.000
10.198.0.166,111.183.8.139,6,1096,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,407,58,0.000
10.198.0.166,111.183.8.139,6,407,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5120,58,0.000
10.198.0.166,111.183.8.139,6,5120,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2038,58,0.000
10.198.0.166,111.183.8.139,6,2038,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,7512,58,0.000
10.198.0.166,111.183.8.139,6,7512,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5009,58,0.000
10.198.0.166,111.183.8.139,6,5009,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1089,58,0.000
10.198.0.166,111.183.8.139,6,1089,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,7004,58,0.000
10.198.0.166,111.183.8.139,6,7004,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,15742,58,0.000
10.198.0.166,111.183.8.139,6,15742,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,7200,58,0.000
10.198.0.166,111.183.8.139,6,7200,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,616,58,0.000
10.198.0.166,111.183.8.139,6,616,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49176,58,0.000
10.198.0.166,111.183.8.139,6,49176,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5922,58,0.000
10.198.0.166,111.183.8.139,6,5922,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,366,58,0.000
10.198.0.166,111.183.8.139,6,366,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2710,58,0.000
10.198.0.166,111.183.8.139,6,2710,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5225,58,0.000
10.198.0.166,111.183.8.139,6,5225,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1494,58,0.000
10.198.0.166,111.183.8.139,6,1494,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3827,58,0.000
10.198.0.166,111.183.8.139,6,3827,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3527,58,0.000
10.198.0.166,111.183.8.139,6,3527,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2135,58,0.000
10.198.0.166,111.183.8.139,6,2135,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3546,58,0.000
10.198.0.166,111.183.8.139,6,3546,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2301,58,0.000
10.198.0.166,111.183.8.139,6,2301,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,32784,58,0.000
10.198.0.166,111.183.8.139,6,32784,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4321,58,0.000
10.198.0.166,111.183.8.139,6,4321,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,987,58,0.000
10.198.0.166,111.183.8.139,6,987,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1461,58,0.000
10.198.0.166,111.183.8.139,6,1461,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2920,58,0.000
10.198.0.166,111.183.8.139,6,2920,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,427,58,0.000
10.198.0.166,111.183.8.139,6,427,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8093,58,0.000
10.198.0.166,111.183.8.139,6,8093,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,32776,58,0.000
10.198.0.166,111.183.8.139,6,32776,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5226,58,0.000
10.198.0.166,111.183.8.139,6,5226,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3351,58,0.000
10.198.0.166,111.183.8.139,6,3351,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,33354,58,0.000
10.198.0.166,111.183.8.139,6,33354,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8042,58,0.000
10.198.0.166,111.183.8.139,6,8042,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5902,58,0.000
10.198.0.166,111.183.8.139,6,5902,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1084,58,0.000
10.198.0.166,111.183.8.139,6,1084,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2106,58,0.000
10.198.0.166,111.183.8.139,6,2106,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,7443,58,0.000
10.198.0.166,111.183.8.139,6,7443,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49156,58,0.000
10.198.0.166,111.183.8.139,6,49156,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5989,58,0.000
10.198.0.166,111.183.8.139,6,5989,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1023,58,0.000
10.198.0.166,111.183.8.139,6,1023,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,16000,58,0.000
10.198.0.166,111.183.8.139,6,16000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1040,58,0.000
10.198.0.166,111.183.8.139,6,1040,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,19283,58,0.000
10.198.0.166,111.183.8.139,6,19283,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,10621,58,0.000
10.198.0.166,111.183.8.139,6,10621,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2366,58,0.000
10.198.0.166,111.183.8.139,6,2366,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3404,58,0.000
10.198.0.166,111.183.8.139,6,3404,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9200,58,0.000
10.198.0.166,111.183.8.139,6,9200,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,22939,58,0.000
10.198.0.166,111.183.8.139,6,22939,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1296,58,0.000
111.183.8.139,10.198.0.166,6,22124,5633,58,0.000
10.198.0.166,111.183.8.139,6,1296,22124,54,0.000
10.198.0.166,111.183.8.139,6,5633,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,464,58,0.000
10.198.0.166,111.183.8.139,6,464,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5566,58,0.000
10.198.0.166,111.183.8.139,6,5566,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5054,58,0.000
10.198.0.166,111.183.8.139,6,5054,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1151,58,0.000
10.198.0.166,111.183.8.139,6,1151,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5903,58,0.000
10.198.0.166,111.183.8.139,6,5903,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,32773,58,0.000
10.198.0.166,111.183.8.139,6,32773,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,545,58,0.000
10.198.0.166,111.183.8.139,6,545,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2009,58,0.000
10.198.0.166,111.183.8.139,6,2009,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2068,58,0.000
10.198.0.166,111.183.8.139,6,2068,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9071,58,0.000
10.198.0.166,111.183.8.139,6,9071,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1123,58,0.000
10.198.0.166,111.183.8.139,6,1123,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,16018,58,0.000
10.198.0.166,111.183.8.139,6,16018,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4279,58,0.000
10.198.0.166,111.183.8.139,6,4279,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,13456,58,0.000
10.198.0.166,111.183.8.139,6,13456,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,40911,58,0.000
10.198.0.166,111.183.8.139,6,40911,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1147,58,0.000
10.198.0.166,111.183.8.139,6,1147,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5080,58,0.000
10.198.0.166,111.183.8.139,6,5080,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8021,58,0.000
10.198.0.166,111.183.8.139,6,8021,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9081,58,0.000
10.198.0.166,111.183.8.139,6,9081,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4003,58,0.000
10.198.0.166,111.183.8.139,6,4003,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1999,58,0.000
10.198.0.166,111.183.8.139,6,1999,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6547,58,0.000
111.183.8.139,10.198.0.166,6,22124,8292,58,0.000
111.183.8.139,10.198.0.166,6,22124,6025,58,0.000
10.198.0.166,111.183.8.139,6,6547,22124,54,0.000
10.198.0.166,111.183.8.139,6,6025,22124,54,0.000
10.198.0.166,111.183.8.139,6,8292,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2251,58,0.000
10.198.0.166,111.183.8.139,6,2251,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,16001,58,0.000
10.198.0.166,111.183.8.139,6,16001,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2005,58,0.000
10.198.0.166,111.183.8.139,6,2005,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1072,58,0.000
10.198.0.166,111.183.8.139,6,1072,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1132,58,0.000
10.198.0.166,111.183.8.139,6,1132,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,16016,58,0.000
10.198.0.166,111.183.8.139,6,16016,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8651,58,0.000
10.198.0.166,111.183.8.139,6,8651,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,12345,58,0.000
10.198.0.166,111.183.8.139,6,12345,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,10025,58,0.000
10.198.0.166,111.183.8.139,6,10025,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49155,58,0.000
10.198.0.166,111.183.8.139,6,49155,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,20005,58,0.000
10.198.0.166,111.183.8.139,6,20005,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5431,58,0.000
10.198.0.166,111.183.8.139,6,5431,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,19350,58,0.000
10.198.0.166,111.183.8.139,6,19350,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5678,58,0.000
10.198.0.166,111.183.8.139,6,5678,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49152,58,0.000
10.198.0.166,111.183.8.139,6,49152,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2323,58,0.000
10.198.0.166,111.183.8.139,6,2323,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9090,58,0.000
10.198.0.166,111.183.8.139,6,9090,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9000,58,0.000
10.198.0.166,111.183.8.139,6,9000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1083,58,0.000
10.198.0.166,111.183.8.139,6,1083,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,32768,58,0.000
10.198.0.166,111.183.8.139,6,32768,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6543,58,0.000
10.198.0.166,111.183.8.139,6,6543,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1056,58,0.000
10.198.0.166,111.183.8.139,6,1056,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3013,58,0.000
10.198.0.166,111.183.8.139,6,3013,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6006,58,0.000
10.198.0.166,111.183.8.139,6,6006,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5850,58,0.000
10.198.0.166,111.183.8.139,6,5850,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1085,58,0.000
10.198.0.166,111.183.8.139,6,1085,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,777,58,0.000
10.198.0.166,111.183.8.139,6,777,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,20221,58,0.000
111.183.8.139,10.198.0.166,6,22124,50000,58,0.000
10.198.0.166,111.183.8.139,6,20221,22124,54,0.000
10.198.0.166,111.183.8.139,6,50000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1900,58,0.000
10.198.0.166,111.183.8.139,6,1900,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4005,58,0.000
10.198.0.166,111.183.8.139,6,4005,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1213,58,0.000
10.198.0.166,111.183.8.139,6,1213,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9876,58,0.000
10.198.0.166,111.183.8.139,6,9876,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9500,58,0.000
10.198.0.166,111.183.8.139,6,9500,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,212,58,0.000
10.198.0.166,111.183.8.139,6,212,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8800,58,0.000
10.198.0.166,111.183.8.139,6,8800,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9091,58,0.000
10.198.0.166,111.183.8.139,6,9091,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2035,58,0.000
10.198.0.166,111.183.8.139,6,2035,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,636,58,0.000
10.198.0.166,111.183.8.139,6,636,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1521,58,0.000
10.198.0.166,111.183.8.139,6,1521,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2500,58,0.000
10.198.0.166,111.183.8.139,6,2500,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,34572,58,0.000
10.198.0.166,111.183.8.139,6,34572,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,259,58,0.000
10.198.0.166,111.183.8.139,6,259,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1192,58,0.000
10.198.0.166,111.183.8.139,6,1192,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5815,58,0.000
10.198.0.166,111.183.8.139,6,5815,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4662,58,0.000
10.198.0.166,111.183.8.139,6,4662,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2604,58,0.000
10.198.0.166,111.183.8.139,6,2604,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1104,58,0.000
10.198.0.166,111.183.8.139,6,1104,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1097,58,0.000
10.198.0.166,111.183.8.139,6,1097,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,30,58,0.000
10.198.0.166,111.183.8.139,6,30,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8083,58,0.000
10.198.0.166,111.183.8.139,6,8083,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1700,58,0.000
10.198.0.166,111.183.8.139,6,1700,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2608,58,0.000
10.198.0.166,111.183.8.139,6,2608,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2107,58,0.000
10.198.0.166,111.183.8.139,6,2107,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3971,58,0.000
10.198.0.166,111.183.8.139,6,3971,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1244,58,0.000
10.198.0.166,111.183.8.139,6,1244,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5432,58,0.000
10.198.0.166,111.183.8.139,6,5432,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,10215,58,0.000
10.198.0.166,111.183.8.139,6,10215,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1028,58,0.000
10.198.0.166,111.183.8.139,6,1028,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8181,58,0.000
10.198.0.166,111.183.8.139,6,8181,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3003,58,0.000
10.198.0.166,111.183.8.139,6,3003,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4006,58,0.000
10.198.0.166,111.183.8.139,6,4006,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3878,58,0.000
111.183.8.139,10.198.0.166,6,22124,5960,58,0.000
10.198.0.166,111.183.8.139,6,3878,22124,54,0.000
10.198.0.166,111.183.8.139,6,5960,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,901,58,0.000
10.198.0.166,111.183.8.139,6,901,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,14441,58,0.000
10.198.0.166,111.183.8.139,6,14441,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4899,58,0.000
10.198.0.166,111.183.8.139,6,4899,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2393,58,0.000
10.198.0.166,111.183.8.139,6,2393,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9002,58,0.000
10.198.0.166,111.183.8.139,6,9002,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,10000,58,0.000
10.198.0.166,111.183.8.139,6,10000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49157,58,0.000
111.183.8.139,10.198.0.166,6,22124,3871,58,0.000
10.198.0.166,111.183.8.139,6,49157,22124,54,0.000
10.198.0.166,111.183.8.139,6,3871,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1074,58,0.000
10.198.0.166,111.183.8.139,6,1074,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1047,58,0.000
10.198.0.166,111.183.8.139,6,1047,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1687,58,0.000
10.198.0.166,111.183.8.139,6,1687,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5911,58,0.000
10.198.0.166,111.183.8.139,6,5911,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5802,58,0.000
111.183.8.139,10.198.0.166,6,22124,3689,58,0.000
10.198.0.166,111.183.8.139,6,3689,22124,54,0.000
10.198.0.166,111.183.8.139,6,5802,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9877,58,0.000
10.198.0.166,111.183.8.139,6,9877,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6101,58,0.000
10.198.0.166,111.183.8.139,6,6101,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9999,58,0.000
10.198.0.166,111.183.8.139,6,9999,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,49999,58,0.000
10.198.0.166,111.183.8.139,6,49999,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8701,58,0.000
111.183.8.139,10.198.0.166,6,22124,7103,58,0.000
10.198.0.166,111.183.8.139,6,8701,22124,54,0.000
10.198.0.166,111.183.8.139,6,7103,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8994,58,0.000
10.198.0.166,111.183.8.139,6,8994,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2382,58,0.000
10.198.0.166,111.183.8.139,6,2382,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3889,58,0.000
10.198.0.166,111.183.8.139,6,3889,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2809,58,0.000
10.198.0.166,111.183.8.139,6,2809,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3000,58,0.000
10.198.0.166,111.183.8.139,6,3000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2003,58,0.000
10.198.0.166,111.183.8.139,6,2003,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3017,58,0.000
10.198.0.166,111.183.8.139,6,3017,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1310,58,0.000
10.198.0.166,111.183.8.139,6,1310,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2103,58,0.000
10.198.0.166,111.183.8.139,6,2103,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3800,58,0.000
10.198.0.166,111.183.8.139,6,3800,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3283,58,0.000
10.198.0.166,111.183.8.139,6,3283,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5001,58,0.000
10.198.0.166,111.183.8.139,6,5001,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8099,58,0.000
10.198.0.166,111.183.8.139,6,8099,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,12000,58,0.000
10.198.0.166,111.183.8.139,6,12000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,668,58,0.000
10.198.0.166,111.183.8.139,6,668,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5298,58,0.000
10.198.0.166,111.183.8.139,6,5298,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1009,58,0.000
10.198.0.166,111.183.8.139,6,1009,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6839,58,0.000
10.198.0.166,111.183.8.139,6,6839,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,722,58,0.000
10.198.0.166,111.183.8.139,6,722,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8383,58,0.000
10.198.0.166,111.183.8.139,6,8383,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,50500,58,0.000
10.198.0.166,111.183.8.139,6,50500,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9102,58,0.000
10.198.0.166,111.183.8.139,6,9102,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1053,58,0.000
10.198.0.166,111.183.8.139,6,1053,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2033,58,0.000
10.198.0.166,111.183.8.139,6,2033,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5811,58,0.000
10.198.0.166,111.183.8.139,6,5811,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2381,58,0.000
10.198.0.166,111.183.8.139,6,2381,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9040,58,0.000
10.198.0.166,111.183.8.139,6,9040,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,65129,58,0.000
10.198.0.166,111.183.8.139,6,65129,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1111,58,0.000
10.198.0.166,111.183.8.139,6,1111,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8180,58,0.000
10.198.0.166,111.183.8.139,6,8180,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,90,58,0.000
10.198.0.166,111.183.8.139,6,90,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,32,58,0.000
10.198.0.166,111.183.8.139,6,32,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,500,58,0.000
10.198.0.166,111.183.8.139,6,500,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,70,58,0.000
10.198.0.166,111.183.8.139,6,70,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,24,58,0.000
10.198.0.166,111.183.8.139,6,24,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2401,58,0.000
10.198.0.166,111.183.8.139,6,2401,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9594,58,0.000
10.198.0.166,111.183.8.139,6,9594,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8001,58,0.000
10.198.0.166,111.183.8.139,6,8001,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1049,58,0.000
10.198.0.166,111.183.8.139,6,1049,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6000,58,0.000
10.198.0.166,111.183.8.139,6,6000,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5003,58,0.000
10.198.0.166,111.183.8.139,6,5003,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,714,58,0.000
10.198.0.166,111.183.8.139,6,714,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1130,58,0.000
10.198.0.166,111.183.8.139,6,1130,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,711,58,0.000
10.198.0.166,111.183.8.139,6,711,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,7627,58,0.000
10.198.0.166,111.183.8.139,6,7627,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,61900,58,0.000
10.198.0.166,111.183.8.139,6,61900,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1234,58,0.000
10.198.0.166,111.183.8.139,6,1234,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,749,58,0.000
10.198.0.166,111.183.8.139,6,749,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,5730,58,0.000
10.198.0.166,111.183.8.139,6,5730,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,9010,58,0.000
10.198.0.166,111.183.8.139,6,9010,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,444,58,0.000
10.198.0.166,111.183.8.139,6,444,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6565,58,0.000
10.198.0.166,111.183.8.139,6,6565,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,20828,58,0.000
10.198.0.166,111.183.8.139,6,20828,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,8654,58,0.000
10.198.0.166,111.183.8.139,6,8654,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1024,58,0.000
10.198.0.166,111.183.8.139,6,1024,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2022,58,0.000
10.198.0.166,111.183.8.139,6,2022,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2602,58,0.000
10.198.0.166,111.183.8.139,6,2602,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,7741,58,0.000
10.198.0.166,111.183.8.139,6,7741,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3945,58,0.000
10.198.0.166,111.183.8.139,6,3945,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,6646,58,0.000
10.198.0.166,111.183.8.139,6,6646,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,3998,58,0.000
10.198.0.166,111.183.8.139,6,3998,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,2557,58,0.000
10.198.0.166,111.183.8.139,6,2557,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1036,58,0.000
10.198.0.166,111.183.8.139,6,1036,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,1070,58,0.000
10.198.0.166,111.183.8.139,6,1070,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,4567,58,0.000
10.198.0.166,111.183.8.139,6,4567,22124,54,0.000
111.183.8.139,10.198.0.166,6,22124,340,58,0.000
10.198.0.166,111.183.8.139,6,340,22124,54,0.000
